ma_3,ma_7,month,day,amounts ( in ₹ )
176.66666666666666,291.7142857142857,3,11,40.0
140.66666666666666,154.57142857142858,3,11,19.0
46.333333333333336,148.0,3,10,55.8
38.266666666666666,134.82857142857142,3,29,215.29
96.69666666666666,122.86999999999999,3,29,65.0
112.03000000000002,111.01285714285713,3,27,21.0
100.42999999999999,70.86999999999999,3,26,44.0
43.33333333333334,65.72714285714285,3,26,50.0
38.33333333333334,67.15571428571428,3,24,28.0
40.66666666666668,68.44142857142857,3,22,206.81
94.93666666666668,90.0142857142857,3,22,17.0
83.93666666666668,61.68714285714286,3,21,75.0
99.60333333333335,63.11571428571428,3,21,40.0
44.00000000000001,65.83,3,21,15.0
43.33333333333334,61.68714285714286,2,28,40.0
31.666666666666675,60.25857142857143,2,26,30.0
28.333333333333343,60.544285714285714,2,26,15.0
28.333333333333343,33.142857142857146,2,25,40.0
28.333333333333343,36.42857142857143,2,24,460.0
171.66666666666666,91.42857142857143,2,24,196.09
232.03,113.72714285714287,2,24,140.0
265.36333333333334,131.58428571428573,2,22,239.0
191.6966666666667,160.01285714285714,2,20,60.0
146.33333333333334,164.29857142857142,2,18,44.0
114.33333333333333,168.44142857142856,2,17,196.0
100.0,190.72714285714284,2,17,40.0
93.33333333333333,130.72714285714287,2,16,40.0
92.0,108.42857142857143,2,16,25.0
35.0,92.0,2,15,20.0
28.333333333333332,60.714285714285715,2,15,622.0
222.33333333333334,141.0,2,12,49.0
230.33333333333334,141.71428571428572,2,12,21.0
230.66666666666666,116.71428571428571,2,12,20.0
30.0,113.85714285714286,2,10,206.84
82.61333333333333,137.6914285714286,2,10,17.0
81.28,136.54857142857142,2,29,50.0
91.28000000000002,140.83428571428573,2,27,35.0
34.0,56.97714285714286,2,25,74.0
53.0,60.548571428571435,2,25,25.0
44.666666666666664,61.120000000000005,2,25,30.0
43.0,62.548571428571435,2,25,30.0
28.333333333333332,37.285714285714285,2,24,10.0
23.333333333333332,36.285714285714285,2,23,170.64
70.21333333333332,53.519999999999996,2,22,20.0
66.88,51.37714285714286,2,22,50.0
80.21333333333332,47.94857142857143,2,21,17.0
29.0,46.80571428571428,1,31,40.0
35.666666666666664,48.23428571428571,1,29,74.0
43.666666666666664,54.519999999999996,1,29,50.0
54.666666666666664,60.23428571428571,1,29,82.0
68.66666666666667,47.57142857142857,1,29,45.0
59.0,51.142857142857146,1,29,239.0
122.0,78.14285714285714,1,28,10.0
98.0,77.14285714285714,1,27,260.64
169.88,108.66285714285713,1,25,20.0
96.88,100.94857142857143,1,25,40.0
106.88,99.52,1,25,48.0
36.0,94.66285714285713,1,24,35.0
41.0,93.23428571428572,1,23,10.0
31.0,60.519999999999996,1,23,12.0
19.0,60.80571428571428,1,22,71.0
31.0,33.714285714285715,1,21,10.0
31.0,32.285714285714285,1,20,273.76
118.25333333333333,65.67999999999999,1,20,10.0
97.92,60.25142857142857,1,20,10.0
97.92,56.68,1,19,20.0
13.333333333333334,58.10857142857143,1,19,20.0
16.666666666666668,59.25142857142857,1,19,10.0
16.666666666666668,50.537142857142854,1,18,40.0
23.333333333333332,54.82285714285714,1,16,20.0
23.333333333333332,18.571428571428573,1,16,32.0
30.666666666666668,21.714285714285715,1,15,79.0
43.666666666666664,31.571428571428573,1,15,44.0
51.666666666666664,35.0,1,13,288.61
137.20333333333335,73.37285714285714,1,13,10.0
114.20333333333333,73.37285714285714,1,12,30.0
109.53666666666668,71.94428571428571,1,11,20.0
20.0,71.94428571428571,1,10,20.0
23.333333333333332,70.23,1,10,24.0
21.333333333333332,62.37285714285714,1,10,12.0
18.666666666666668,57.80142857142857,1,29,1433.0
489.6666666666667,221.28571428571428,1,29,28.0
491.0,223.85714285714286,1,28,50.0
503.6666666666667,226.71428571428572,1,28,45.0
41.0,230.28571428571428,1,26,231.11
108.70333333333333,260.44428571428574,1,26,20.0
98.70333333333333,259.8728571428572,1,26,10.0
87.03666666666668,259.58714285714285,1,25,20.0
16.666666666666668,57.730000000000004,1,25,40.0
23.333333333333332,59.44428571428572,1,25,82.0
47.333333333333336,64.01571428571428,1,24,575.0
232.33333333333334,139.73,1,23,60.0
239.0,115.28571428571429,1,23,18.0
217.66666666666666,115.0,1,23,56.0
44.666666666666664,121.57142857142857,12,27,118.0
64.0,135.57142857142858,12,26,118.0
97.33333333333333,146.71428571428572,12,15,148.0
128.0,156.14285714285714,12,29,118.0
128.0,90.85714285714286,12,29,150.0
138.66666666666666,103.71428571428571,12,29,150.0
139.33333333333334,122.57142857142857,12,29,150.0
150.0,136.0,11,29,58.0
119.33333333333333,127.42857142857143,11,29,299.0
169.0,153.28571428571428,11,28,359.0
238.66666666666666,183.42857142857142,11,26,65.0
241.0,175.85714285714286,11,25,1496.1
640.0333333333333,368.15714285714284,11,23,283.76
614.9533333333333,387.26571428571424,11,23,10.0
596.62,367.26571428571424,11,21,20.0
104.58666666666666,361.8371428571428,11,21,40.0
23.333333333333332,324.8371428571428,11,20,49.0
36.333333333333336,280.5514285714286,11,20,10.0
33.0,272.6942857142857,11,20,192.0
83.66666666666667,86.39428571428572,11,19,60.0
87.33333333333333,54.42857142857143,11,18,168.26
140.08666666666667,77.03714285714285,11,18,10.0
79.42,75.60857142857142,11,18,20.0
66.08666666666666,72.75142857142858,11,17,24.0
18.0,69.17999999999999,11,16,24.0
22.666666666666668,71.17999999999999,11,15,65.0
37.666666666666664,53.037142857142854,11,15,24.0
37.666666666666664,47.894285714285715,11,12,15.0
34.666666666666664,26.0,11,12,555.86
198.28666666666666,103.98,11,11,153.26
241.37333333333333,123.01714285714286,11,11,10.0
239.70666666666668,121.01714285714286,11,11,20.0
61.086666666666666,120.44571428571429,11,29,40.0
23.333333333333332,116.87428571428572,11,28,164.21
74.73666666666666,136.90428571428572,11,27,20.0
74.73666666666666,137.61857142857144,11,27,239.0
141.07000000000002,92.35285714285715,11,26,50.0
103.0,77.60142857142857,11,24,186.11
158.37,102.76,11,23,20.0
85.37,102.76,10,30,65.0
90.37,106.33142857142857,10,26,65.0
50.0,92.15857142857143,10,25,479.0
203.0,157.73000000000002,10,23,65.0
203.0,132.87285714285716,10,19,65.0
203.0,135.0157142857143,10,19,147.15
92.38333333333333,129.45,10,18,144.49
118.88,147.23428571428573,10,18,20.0
103.88,140.8057142857143,10,17,28.0
64.16333333333334,135.52,10,16,70.0
39.333333333333336,77.09142857142857,10,14,217.88
105.29333333333334,98.93142857142857,10,14,220.61
169.49666666666667,121.16142857142857,10,14,220.61
219.70000000000002,131.65571428571428,10,13,140.0
193.74,131.0142857142857,10,11,10.0
123.53666666666668,129.5857142857143,10,11,21.0
57.0,128.5857142857143,10,11,110.0
47.0,134.3,10,29,35.0
55.333333333333336,108.17428571428572,10,27,278.36
141.12,116.42428571428572,10,26,70.0
127.78666666666668,94.90857142857143,10,26,20.0
122.78666666666668,77.76571428571428,10,26,24.0
38.0,79.76571428571428,10,25,10.0
18.0,78.19428571428571,10,24,10.0
14.666666666666666,63.90857142857143,10,24,21.0
13.666666666666666,61.90857142857143,10,23,10.0
13.666666666666666,23.571428571428573,10,22,50.0
27.0,20.714285714285715,10,21,25.0
28.333333333333332,21.428571428571427,8,31,10.0
28.333333333333332,19.428571428571427,8,31,10.0
15.0,19.428571428571427,8,30,190.44
70.14666666666666,45.205714285714286,8,30,10.0
70.14666666666666,43.63428571428572,8,29,10.0
70.14666666666666,43.63428571428572,8,28,21.0
13.666666666666666,39.49142857142857,8,27,50.0
27.0,43.06285714285714,8,27,50.0
40.333333333333336,48.777142857142856,8,26,152.0
84.0,69.06285714285714,8,26,20.0
74.0,44.714285714285715,8,25,25.0
65.66666666666667,46.857142857142854,8,25,20.0
21.666666666666668,48.285714285714285,8,25,70.0
38.333333333333336,55.285714285714285,8,24,10.0
33.333333333333336,49.57142857142857,8,24,40.0
40.0,48.142857142857146,8,23,20.0
23.333333333333332,29.285714285714285,8,22,10.0
23.333333333333332,27.857142857142858,8,22,24.0
18.0,27.714285714285715,8,22,25.0
19.666666666666668,28.428571428571427,8,21,20.0
23.0,21.285714285714285,8,19,178.9
74.63333333333334,45.41428571428571,8,18,55.0
84.63333333333334,47.55714285714286,8,18,60.0
97.96666666666665,53.271428571428565,8,17,40.0
51.666666666666664,57.55714285714286,8,15,12.0
37.333333333333336,55.84285714285714,8,15,265.0
105.66666666666667,90.12857142857142,8,14,25.0
100.66666666666667,90.84285714285714,8,13,10.0
100.0,66.71428571428571,8,12,150.0
61.666666666666664,80.28571428571429,8,12,20.0
60.0,74.57142857142857,8,10,31.0
67.0,73.28571428571429,8,10,90.0
47.0,84.42857142857143,8,10,85.0
68.66666666666667,58.714285714285715,8,29,10.0
61.666666666666664,56.57142857142857,8,28,20.0
38.333333333333336,58.0,8,27,4.0
11.333333333333334,37.142857142857146,8,27,6.0
10.0,35.142857142857146,8,25,156.39
55.46333333333333,53.05571428571428,8,25,62.0
74.79666666666667,49.05571428571428,8,24,21.0
79.79666666666667,39.91285714285714,8,24,18.0
33.666666666666664,41.05571428571428,7,31,45.0
28.0,44.62714285714286,7,31,487.0
183.33333333333334,113.62714285714286,7,30,138.45
223.48333333333335,132.54857142857142,7,30,20.0
215.15,113.06428571428572,7,29,150.0
102.81666666666666,125.63571428571429,7,29,10.0
60.0,124.06428571428572,7,28,100.0
86.66666666666667,135.77857142857144,7,27,124.8
78.26666666666667,147.17857142857142,7,27,10.0
78.26666666666667,79.03571428571429,7,26,70.0
68.26666666666667,69.25714285714285,7,26,10.0
30.0,67.82857142857144,7,25,50.0
43.333333333333336,53.542857142857144,7,25,48.0
36.0,58.971428571428575,7,24,6.0
34.666666666666664,45.542857142857144,7,23,10.0
21.333333333333332,29.142857142857142,7,22,150.0
55.333333333333336,49.142857142857146,7,22,30.0
63.333333333333336,43.42857142857143,7,21,16.0
65.33333333333333,44.285714285714285,7,18,65.0
37.0,46.42857142857143,7,17,265.0
115.33333333333333,77.42857142857143,7,15,500.0
276.6666666666667,148.0,6,24,148.0
304.3333333333333,167.71428571428572,6,23,100.0
249.33333333333334,160.57142857142858,6,22,80.0
109.33333333333333,167.71428571428572,6,22,50.0
76.66666666666667,172.57142857142858,6,21,139.0
89.66666666666667,183.14285714285714,6,20,50.0
79.66666666666667,152.42857142857142,6,19,40.0
76.33333333333333,86.71428571428571,6,18,146.4
78.8,86.48571428571428,6,18,50.0
78.8,79.34285714285714,6,18,359.0
185.13333333333333,119.2,6,17,163.65
190.88333333333333,135.43571428571428,6,17,10.0
177.54999999999998,117.00714285714285,6,17,100.0
91.21666666666665,124.14999999999999,6,16,75.0
61.666666666666664,129.15,6,16,10.0
61.666666666666664,109.66428571428571,6,16,181.8
88.93333333333334,128.49285714285716,6,15,50.0
80.60000000000001,84.35000000000001,6,15,48.0
93.26666666666667,67.82857142857144,6,14,143.7
80.56666666666666,86.92857142857143,6,14,30.0
73.89999999999999,76.92857142857143,6,14,25.0
66.23333333333333,69.78571428571429,6,14,20.0
25.0,71.21428571428571,6,13,50.0
31.666666666666668,52.38571428571428,6,13,10.0
26.666666666666668,46.671428571428564,6,13,35.0
31.666666666666668,44.8142857142857,6,13,28.0
24.333333333333332,28.285714285714285,6,12,155.25
72.75,46.17857142857143,6,12,10.0
64.41666666666667,44.035714285714285,6,12,10.0
58.416666666666664,42.607142857142854,6,12,60.0
26.666666666666668,44.035714285714285,6,11,120.0
63.333333333333336,59.75,6,11,10.0
63.333333333333336,56.17857142857143,6,11,10.0
46.666666666666664,53.607142857142854,6,10,179.93
66.64333333333333,57.13285714285714,6,10,10.0
66.64333333333333,57.13285714285714,6,10,100.0
96.64333333333333,69.99,6,29,120.0
76.66666666666667,78.56142857142858,6,29,10.0
76.66666666666667,62.847142857142856,6,29,48.0
59.333333333333336,68.27571428571429,6,29,40.0
32.666666666666664,72.56142857142858,6,28,50.0
46.0,54.0,6,28,5.0
31.666666666666668,53.285714285714285,6,28,48.0
34.333333333333336,45.857142857142854,6,27,137.75
63.583333333333336,48.392857142857146,6,27,139.0
108.25,66.82142857142857,6,27,139.0
138.58333333333334,79.82142857142857,6,27,50.0
109.33333333333333,81.25,6,26,173.7
120.89999999999999,98.92142857142858,6,26,210.0
144.56666666666666,128.20714285714286,6,26,30.0
137.9,125.63571428571429,6,26,20.0
86.66666666666667,108.81428571428572,6,25,60.0
36.666666666666664,97.52857142857144,6,25,28.0
36.0,81.67142857142858,6,25,20.0
36.0,77.38571428571429,6,24,108.0
52.0,68.0,6,24,108.0
78.66666666666667,53.42857142857143,6,24,35.0
83.66666666666667,54.142857142857146,6,23,180.0
107.66666666666667,77.0,6,23,15.0
76.66666666666667,70.57142857142857,6,23,100.0
98.33333333333333,80.85714285714286,6,22,40.0
51.666666666666664,83.71428571428571,6,22,40.0
60.0,74.0,6,22,21.0
33.666666666666664,61.57142857142857,6,22,10.0
23.666666666666668,58.0,6,22,50.0
27.0,39.42857142857143,5,29,118.0
59.333333333333336,54.142857142857146,5,26,155.25
107.75,62.035714285714285,5,26,521.24
264.83,130.78428571428572,5,26,35.0
237.16333333333333,130.07,5,26,20.0
192.08,129.92714285714285,5,26,30.0
28.333333333333332,132.78428571428572,5,25,164.7
71.56666666666666,149.17000000000002,5,25,10.0
68.23333333333333,133.74142857142857,5,24,190.75
121.81666666666666,138.81285714285715,5,24,22.0
74.25,67.49285714285715,5,24,14.0
75.58333333333333,64.49285714285715,5,23,162.0
66.0,84.77857142857144,5,23,10.0
62.0,81.92142857142858,5,22,59.0
77.0,66.82142857142857,5,22,161.45
76.81666666666666,88.45714285714287,5,21,70.0
96.81666666666666,71.20714285714286,5,21,21.0
84.14999999999999,71.06428571428572,5,21,10.0
33.666666666666664,70.49285714285715,5,21,265.0
98.66666666666667,85.20714285714287,5,20,157.35
144.11666666666667,106.25714285714285,5,20,10.0
144.11666666666667,99.25714285714285,5,19,119.0
95.45,93.19285714285714,5,19,143.25
90.75,103.65714285714284,5,19,10.0
90.75,102.08571428571427,5,18,50.0
67.75,107.79999999999998,5,18,13.0
24.333333333333332,71.8,5,17,74.0
45.666666666666664,59.892857142857146,5,17,48.0
45.0,65.32142857142857,5,16,150.95
90.98333333333333,69.88571428571427,5,16,30.0
76.31666666666666,53.70714285714285,5,16,20.0
66.98333333333333,55.13571428571428,5,15,14.0
21.333333333333332,49.99285714285713,5,14,75.0
36.333333333333336,58.84999999999999,5,13,148.95
79.31666666666666,69.55714285714285,5,13,10.0
77.98333333333333,64.12857142857142,5,13,100.0
86.31666666666666,56.85000000000001,5,13,10.0
40.0,53.99285714285715,5,13,14.0
41.333333333333336,53.13571428571429,5,13,16.0
13.333333333333334,53.42142857142858,5,12,125.25
51.75,60.60000000000001,5,12,800.0
313.75,153.60714285714286,5,12,22.0
315.75,155.32142857142858,5,12,50.0
290.6666666666667,148.17857142857142,5,12,20.0
30.666666666666668,149.60714285714286,5,12,10.0
26.666666666666668,149.03571428571428,5,12,97.0
42.333333333333336,160.60714285714286,5,11,90.0
65.66666666666667,155.57142857142858,5,11,10.0
65.66666666666667,42.714285714285715,5,11,24.0
41.333333333333336,43.0,5,10,10.0
14.666666666666666,37.285714285714285,5,10,44.0
26.0,40.714285714285715,5,10,25.0
26.333333333333332,42.857142857142854,5,29,161.6
76.86666666666666,52.08571428571429,5,29,41.0
75.86666666666666,45.08571428571429,5,29,25.0
75.86666666666666,47.228571428571435,5,28,25.0
30.333333333333332,47.371428571428574,5,27,95.0
48.333333333333336,59.51428571428572,5,27,50.0
56.666666666666664,60.371428571428574,5,26,268.1
137.70000000000002,95.10000000000001,5,26,10.0
109.36666666666667,73.44285714285715,5,26,22.0
100.03333333333335,70.72857142857143,5,26,50.0
27.333333333333332,74.3,5,26,25.0
32.333333333333336,74.3,5,25,50.0
41.666666666666664,67.87142857142858,5,25,10.0
28.333333333333332,62.15714285714286,5,25,50.0
36.666666666666664,31.0,5,24,40.0
33.333333333333336,35.285714285714285,5,24,50.0
46.666666666666664,39.285714285714285,5,24,25.0
38.333333333333336,35.714285714285715,5,23,74.0
49.666666666666664,42.714285714285715,5,23,50.0
49.666666666666664,42.714285714285715,5,23,50.0
58.0,48.42857142857143,5,23,15.0
38.333333333333336,43.42857142857143,5,22,35.0
33.333333333333336,42.714285714285715,5,22,61.0
37.0,44.285714285714285,5,22,50.0
48.666666666666664,47.857142857142854,5,22,25.0
45.333333333333336,40.857142857142854,5,21,173.0
82.66666666666667,58.42857142857143,5,21,10.0
69.33333333333333,52.714285714285715,5,21,22.0
68.33333333333333,53.714285714285715,5,21,25.0
19.0,52.285714285714285,4,30,45.0
30.666666666666668,50.0,4,29,250.79
106.92999999999999,78.6842857142857,4,29,193.0
162.92999999999998,102.6842857142857,4,29,193.0
212.26333333333332,105.54142857142857,4,29,10.0
132.0,105.54142857142857,4,28,45.0
82.66666666666667,108.82714285714285,4,27,10.0
21.666666666666668,106.6842857142857,4,26,60.0
38.333333333333336,108.82714285714285,4,25,10.0
26.666666666666668,74.42857142857143,4,24,10.0
26.666666666666668,48.285714285714285,4,23,35.0
18.333333333333332,25.714285714285715,4,22,220.55
88.51666666666667,55.792857142857144,4,22,10.0
